400	300
2	23	0
2	24	0
2	25	0
2	26	0
2	27	0
2	28	0
2	29	0
2	30	0
2	31	0
2	32	0
2	33	0
2	34	0
2	35	0
2	36	0
2	37	0
2	38	0
2	39	0
2	40	0
2	41	0
2	42	0
2	43	0
2	44	0
2	45	0
2	46	0
2	47	0
2	48	0
2	49	0
2	50	0
2	51	3
2	52	0
2	53	3
2	54	3
2	55	0
2	56	0
2	57	3
2	58	3
2	59	3
2	60	3
2	61	3
2	62	3
2	63	3
2	64	3
2	65	3
2	66	3
2	67	3
2	68	3
2	69	1
2	70	1
2	71	1
2	72	1
2	73	1
2	74	1
2	75	1
2	76	1
2	77	1
2	78	1
2	79	1
2	80	1
2	81	1
2	82	1
2	83	1
2	84	1
2	85	3
2	86	3
2	87	3
2	88	1
2	89	1
2	90	1
2	91	1
2	92	1
2	93	1
2	94	1
2	95	1
2	96	1
2	97	1
2	98	1
2	99	1
2	100	1
2	101	1
2	102	1
2	103	0
2	104	0
2	105	0
2	106	0
2	107	0
2	108	0
2	109	0
2	110	0
2	111	0
2	112	0
2	113	0
2	114	0
2	115	0
2	116	0
2	117	0
2	118	0
2	119	0
2	120	0
2	121	0
2	122	0
2	123	0
2	124	0
2	125	0
2	126	0
2	127	0
2	128	0
2	129	0
2	130	0
2	131	0
2	132	0
2	133	0
2	134	0
2	135	0
2	136	0
2	137	0
2	138	0
2	139	0
2	140	0
2	141	0
2	142	0
2	143	0
2	144	0
2	145	0
2	146	0
2	147	1
2	148	1
2	149	1
2	150	1
2	151	1
2	152	1
2	153	1
2	154	1
2	155	1
2	156	3
2	157	3
2	158	3
2	159	3
2	160	3
2	161	3
2	162	3
2	163	3
2	164	3
2	165	3
2	166	3
2	167	3
2	168	3
2	169	3
2	170	3
2	171	3
2	172	3
2	173	3
2	174	3
2	175	0
2	176	0
2	177	1
2	178	1
2	179	1
2	180	1
2	181	1
2	182	2
2	183	2
2	184	1
2	185	1
2	186	1
2	187	1
2	188	1
2	189	1
2	190	1
2	191	3
2	192	3
2	193	3
2	194	3
2	195	3
2	196	3
2	197	3
2	198	3
2	199	3
2	200	3
2	201	1
2	202	1
2	203	1
2	204	1
2	205	1
2	206	1
2	207	1
2	208	1
2	209	1
2	210	1
2	211	0
2	212	0
2	213	1
2	214	0
2	215	0
2	216	0
2	217	0
2	218	0
2	219	0
2	220	0
2	221	0
2	222	3
2	223	3
2	224	3
2	225	3
2	226	3
2	227	3
2	228	3
2	229	3
2	230	3
2	231	3
2	232	3
2	233	3
2	234	3
2	235	3
2	236	3
2	237	3
2	238	2
2	239	2
2	240	2
2	241	2
2	242	2
2	243	2
2	244	2
2	245	2
2	246	2
2	247	1
2	248	1
2	249	1
2	250	1
2	251	1
2	252	1
2	253	1
2	254	1
2	255	1
2	256	1
2	257	0
2	258	0
2	259	0
2	260	0
2	261	0
2	262	0
2	263	0
2	264	0
2	265	0
2	266	0
2	267	1
2	268	1
2	269	1
2	270	1
2	271	1
2	272	1
2	273	1
2	274	1
2	275	1
2	276	1
2	277	1
2	278	3
2	279	3
2	280	3
2	281	3
2	282	3
2	283	3
2	284	3
2	285	3
2	286	3
2	287	3
2	288	3
2	289	3
2	290	3
2	291	3
2	292	3
2	293	3
2	294	3
2	295	3
2	296	3
2	297	3
2	298	3
2	299	0
3	0	0
3	1	3
3	2	3
3	3	3
3	4	3
3	5	3
3	6	3
3	7	3
3	8	3
3	9	3
3	10	3
3	11	3
3	12	3
3	13	3
3	14	3
3	15	3
3	16	3
3	17	3
3	18	3
3	19	3
3	20	0
3	21	3
3	22	0
3	23	3
3	24	0
3	25	0
3	26	0
3	27	0
3	28	0
3	29	0
3	30	0
3	31	0
3	32	0
3	33	0
3	34	0
3	35	0
3	36	0
3	37	0
3	38	0
3	39	0
3	40	0
3	41	0
3	42	0
3	43	0
3	44	0
3	45	0
3	46	0
3	47	0
3	48	0
3	49	0
3	50	3
3	51	3
3	52	3
3	53	3
3	54	3
3	55	0
3	56	0
3	57	3
3	58	3
3	59	3
3	60	3
3	61	3
3	62	3
3	63	3
3	64	3
3	65	3
3	66	3
3	67	3
3	68	3
3	69	1
3	70	1
3	71	1
3	72	1
3	73	1
3	74	1
3	75	1
3	76	1
3	77	1
3	78	1
3	79	1
3	80	1
3	81	1
3	82	1
3	83	1
3	84	1
3	85	3
3	86	3
3	87	3
3	88	1
3	89	1
3	90	1
3	91	1
3	92	1
3	93	1
3	94	1
3	95	1
3	96	1
3	97	1
3	98	1
3	99	1
3	100	1
3	101	1
3	102	1
3	103	0
3	104	0
3	105	0
3	106	0
3	107	0
3	108	0
3	109	0
3	110	0
3	111	0
3	112	0
3	113	0
3	114	0
3	115	0
3	116	0
3	117	0
3	118	0
3	119	0
3	120	0
3	121	3
3	122	3
3	123	3
3	124	0
3	125	0
3	126	0
3	127	0
3	128	0
3	129	0
3	130	0
3	131	0
3	132	0
3	133	0
3	134	0
3	135	0
3	136	0
3	137	0
3	138	0
3	139	0
3	140	0
3	141	0
3	142	0
3	143	0
3	144	0
3	145	0
3	146	1
3	147	0
3	148	1
3	149	1
3	150	1
3	151	1
3	152	1
3	153	1
3	154	1
3	155	1
3	156	1
3	157	3
3	158	3
3	159	3
3	160	3
3	161	3
3	162	3
3	163	3
3	164	3
3	165	3
3	166	3
3	167	3
3	168	3
3	169	3
3	170	3
3	171	3
3	172	3
3	173	0
3	174	3
3	175	0
3	176	0
3	177	0
3	178	1
3	179	1
3	180	1
3	181	1
3	182	1
3	183	2
3	184	2
3	185	1
3	186	1
3	187	1
3	188	1
3	189	1
3	190	3
3	191	3
3	192	3
3	193	3
3	194	3
3	195	3
3	196	3
3	197	3
3	198	3
3	199	3
3	200	3
3	201	3
3	202	1
3	203	1
3	204	1
3	205	1
3	206	1
3	207	1
3	208	1
3	209	1
3	210	1
3	211	1
3	212	1
3	213	0
3	214	0
3	215	0
3	216	0
3	217	0
3	218	0
3	219	0
3	220	0
3	221	3
3	222	3
3	223	3
3	224	3
3	225	3
3	226	3
3	227	3
3	228	3
3	229	3
3	230	3
3	231	3
3	232	3
3	233	3
3	234	3
3	235	3
3	236	3
3	237	2
3	238	2
3	239	2
3	240	2
3	241	2
3	242	2
3	243	2
3	244	2
3	245	2
3	246	1
3	247	1
3	248	1
3	249	1
3	250	1
3	251	1
3	252	1
3	253	1
3	254	1
3	255	0
3	256	1
3	257	0
3	258	0
3	259	0
3	260	0
3	261	0
3	262	0
3	263	0
3	264	0
3	265	0
3	266	0
3	267	0
3	268	1
3	269	1
3	270	1
3	271	1
3	272	1
3	273	1
3	274	1
3	275	1
3	276	1
3	277	1
3	278	1
3	279	3
3	280	3
3	281	3
3	282	3
3	283	3
3	284	3
3	285	3
3	286	3
3	287	3
3	288	3
3	289	3
3	290	3
3	291	3
3	292	3
3	293	3
3	294	3
3	295	3
3	296	3
3	297	3
3	298	3
3	299	0
4	0	0
4	1	3
4	2	3
4	3	3
4	4	3
4	5	3
4	6	3
4	7	3
4	8	3
4	9	3
4	10	3
4	11	3
4	12	3
4	13	3
4	14	3
4	15	3
4	16	3
4	17	3
4	18	3
4	19	3
4	20	3
4	21	3
4	22	3
4	23	3
4	24	0
4	25	0
4	26	0
4	27	0
4	28	0
4	29	0
4	30	0
4	31	0
4	32	0
4	33	0
4	34	0
4	35	0
4	36	0
4	37	0
4	38	0
4	39	0
4	40	0
4	41	0
4	42	0
4	43	0
4	44	0
4	45	0
4	46	0
4	47	0
4	48	0
4	49	0
4	50	3
4	51	3
4	52	3
4	53	3
4	54	3
4	55	3
4	56	3
4	57	3
4	58	3
4	59	3
4	60	3
4	61	3
4	62	3
4	63	3
4	64	3
4	65	3
4	66	3
4	67	3
4	68	3
4	69	1
4	70	1
4	71	1
4	72	1
4	73	1
4	74	1
4	75	1
4	76	1
4	77	1
4	78	1
4	79	1
4	80	1
4	81	1
4	82	1
4	83	1
4	84	1
4	85	1
4	86	3
4	87	3
4	88	3
4	89	1
4	90	1
4	91	1
4	92	1
4	93	1
4	94	1
4	95	1
4	96	1
4	97	1
4	98	1
4	99	1
4	100	1
4	101	1
4	102	1
4	103	0
4	104	0
4	105	0
4	106	1
4	107	1
4	108	1
4	109	1
4	110	0
4	111	1
4	112	1
4	113	0
4	114	1
4	115	0
4	116	3
4	117	0
4	118	3
4	119	0
4	120	3
4	121	3
4	122	3
4	123	3
4	124	3
4	125	3
4	126	0
4	127	3
4	128	0
4	129	0
4	130	3
4	131	3
4	132	0
4	133	0
4	134	0
4	135	0
4	136	0
4	137	0
4	138	0
4	139	0
4	140	0
4	141	0
4	142	0
4	143	0
4	144	0
4	145	1
4	146	0
4	147	1
4	148	1
4	149	1
4	150	1
4	151	1
4	152	1
4	153	1
4	154	1
4	155	1
4	156	3
4	157	3
4	158	3
4	159	3
4	160	3
4	161	3
4	162	3
4	163	3
4	164	3
4	165	3
4	166	3
4	167	3
4	168	3
4	169	3
4	170	3
4	171	3
4	172	3
4	173	3
4	174	3
4	175	0
4	176	0
4	177	1
4	178	1
4	179	1
4	180	1
4	181	1
4	182	1
4	183	1
4	184	2
4	185	2
4	186	1
4	187	1
4	188	1
4	189	3
4	190	3
4	191	3
4	192	3
4	193	3
4	194	3
4	195	3
4	196	3
4	197	3
4	198	3
4	199	3
4	200	3
4	201	3
4	202	3
4	203	3
4	204	1
4	205	1
4	206	1
4	207	1
4	208	1
4	209	1
4	210	1
4	211	1
4	212	1
4	213	1
4	214	1
4	215	0
4	216	0
4	217	0
4	218	0
4	219	0
4	220	0
4	221	3
4	222	0
4	223	3
4	224	3
4	225	3
4	226	3
4	227	3
4	228	3
4	229	3
4	230	3
4	231	3
4	232	3
4	233	3
4	234	3
4	235	3
4	236	3
4	237	3
4	238	2
4	239	2
4	240	2
4	241	2
4	242	2
4	243	2
4	244	1
4	245	2
4	246	1
4	247	1
4	248	1
4	249	1
4	250	1
4	251	1
4	252	1
4	253	1
4	254	1
4	255	1
4	256	0
4	257	0
4	258	0
4	259	0
4	260	0
4	261	0
4	262	0
4	263	0
4	264	0
4	265	0
4	266	0
4	267	0
4	268	1
4	269	1
4	270	1
4	271	1
4	272	1
4	273	1
4	274	1
4	275	1
4	276	1
4	277	1
4	278	3
4	279	3
4	280	3
4	281	3
4	282	3
4	283	3
4	284	3
4	285	3
4	286	3
4	287	3
4	288	3
4	289	3
4	290	3
4	291	3
4	292	3
4	293	3
4	294	3
4	295	3
4	296	3
4	297	3
4	298	3
4	299	0
5	0	0
5	1	3
5	2	3
5	3	3
5	4	3
5	5	3
5	6	3
5	7	3
5	8	3
5	9	3
5	10	3
5	11	3
5	12	3
5	13	3
5	14	3
5	15	3
5	16	3
5	17	3
5	18	3
5	19	3
5	20	3
5	21	3
5	22	0
5	23	0
5	24	1
5	25	1
5	26	0
5	27	0
5	28	0
5	29	0
5	30	0
5	31	0
5	32	0
5	33	0
5	34	0
5	35	0
5	36	0
5	37	0
5	38	0
5	39	1
5	40	1
5	41	0
5	42	1
5	43	1
5	44	0
5	45	0
5	46	0
5	47	0
5	48	0
5	49	0
5	50	3
5	51	3
5	52	3
5	53	3
5	54	3
5	55	3
5	56	3
5	57	3
5	58	3
5	59	3
5	60	3
5	61	3
5	62	3
5	63	3
5	64	3
5	65	3
5	66	3
5	67	3
5	68	3
5	69	1
5	70	1
5	71	1
5	72	1
5	73	1
5	74	1
5	75	1
5	76	1
5	77	1
5	78	1
5	79	1
5	80	1
5	81	1
5	82	1
5	83	1
5	84	1
5	85	3
5	86	0
5	87	3
5	88	3
5	89	3
5	90	1
5	91	1
5	92	1
5	93	1
5	94	1
5	95	1
5	96	1
5	97	1
5	98	1
5	99	1
5	100	1
5	101	1
5	102	1
5	103	0
5	104	1
5	105	0
5	106	1
5	107	1
5	108	1
5	109	1
5	110	0
5	111	1
5	112	1
5	113	0
5	114	1
5	115	1
5	116	1
5	117	3
5	118	3
5	119	3
5	120	0
5	121	3
5	122	3
5	123	3
5	124	0
5	125	3
5	126	3
5	127	0
5	128	3
5	129	3
5	130	3
5	131	3
5	132	3
5	133	0
5	134	0
5	135	0
5	136	0
5	137	0
5	138	0
5	139	0
5	140	0
5	141	0
5	142	0
5	143	0
5	144	0
5	145	1
5	146	1
5	147	1
5	148	1
5	149	1
5	150	1
5	151	1
5	152	1
5	153	1
5	154	1
5	155	1
5	156	1
5	157	3
5	158	3
5	159	3
5	160	3
5	161	3
5	162	3
5	163	3
5	164	3
5	165	3
5	166	3
5	167	3
5	168	3
5	169	3
5	170	3
5	171	3
5	172	3
5	173	0
5	174	0
5	175	0
5	176	0
5	177	0
5	178	1
5	179	1
5	180	1
5	181	1
5	182	1
5	183	1
5	184	1
5	185	2
5	186	2
5	187	2
5	188	2
5	189	2
5	190	3
5	191	3
5	192	3
5	193	3
5	194	3
5	195	3
5	196	3
5	197	3
5	198	3
5	199	3
5	200	3
5	201	3
5	202	3
5	203	1
5	204	3
5	205	1
5	206	1
5	207	1
5	208	1
5	209	1
5	210	1
5	211	1
5	212	1
5	213	1
5	214	1
5	215	1
5	216	0
5	217	0
5	218	0
5	219	0
5	220	0
5	221	0
5	222	3
5	223	3
5	224	3
5	225	3
5	226	3
5	227	3
5	228	3
5	229	3
5	230	3
5	231	3
5	232	3
5	233	3
5	234	3
5	235	3
5	236	3
5	237	2
5	238	2
5	239	2
5	240	2
5	241	2
5	242	2
5	243	2
5	244	2
5	245	1
5	246	1
5	247	1
5	248	1
5	249	1
5	250	1
5	251	1
5	252	1
5	253	1
5	254	1
5	255	0
5	256	0
5	257	0
5	258	0
5	259	0
5	260	0
5	261	0
5	262	0
5	263	0
5	264	0
5	265	0
5	266	0
5	267	0
5	268	0
5	269	1
5	270	1
5	271	1
5	272	1
5	273	1
5	274	1
5	275	1
5	276	1
5	277	1
5	278	3
5	279	3
5	280	3
5	281	3
5	282	3
5	283	3
5	284	3
5	285	3
5	286	3
5	287	3
5	288	3
5	289	3
5	290	3
5	291	3
5	292	3
5	293	3
5	294	3
5	295	3
5	296	3
5	297	3
5	298	3
5	299	0
6	0	0
6	1	3
6	2	3
6	3	3
6	4	3
6	5	3
6	6	3
6	7	3
6	8	3
6	9	3
6	10	3
6	11	3
6	12	3
6	13	3
6	14	3
6	15	3
6	16	3
6	17	3
6	18	3
6	19	3
6	20	3
6	21	3
6	22	1
6	23	1
6	24	1
6	25	1
6	26	0
6	27	0
6	28	1
6	29	0
6	30	0
6	31	0
6	32	0
6	33	0
6	34	0
6	35	0
6	36	1
6	37	0
6	38	0
6	39	0
6	40	1
6	41	1
6	42	1
6	43	0
6	44	1
6	45	0
6	46	1
6	47	0
6	48	0
6	49	0
6	50	2
6	51	3
6	52	3
6	53	2
6	54	3
6	55	3
6	56	3
6	57	3
6	58	3
6	59	3
6	60	3
6	61	3
6	62	3
6	63	3
6	64	3
6	65	3
6	66	3
6	67	3
6	68	3
6	69	1
6	70	1
6	71	1
6	72	1
6	73	1
6	74	1
6	75	1
6	76	1
6	77	1
6	78	1
6	79	1
6	80	1
6	81	1
6	82	1
6	83	1
6	84	0
6	85	0
6	86	3
6	87	3
6	88	3
6	89	3
6	90	3
6	91	1
6	92	1
6	93	1
6	94	1
6	95	1
6	96	1
6	97	1
6	98	1
6	99	1
6	100	1
6	101	1
6	102	1
6	103	1
6	104	1
6	105	1
6	106	1
6	107	1
6	108	1
6	109	1
6	110	1
6	111	1
6	112	1
6	113	1
6	114	1
6	115	1
6	116	1
6	117	3
6	118	3
6	119	3
6	120	3
6	121	3
6	122	3
6	123	3
6	124	0
6	125	3
6	126	3
6	127	3
6	128	3
6	129	3
6	130	3
6	131	3
6	132	3
6	133	0
6	134	0
6	135	0
6	136	0
6	137	0
6	138	0
6	139	0
6	140	0
6	141	0
6	142	0
6	143	0
6	144	0
6	145	1
6	146	1
6	147	1
6	148	1
6	149	1
6	150	1
6	151	1
6	152	1
6	153	1
6	154	1
6	155	1
6	156	1
6	157	3
6	158	3
6	159	3
6	160	3
6	161	3
6	162	3
6	163	3
6	164	3
6	165	3
6	166	3
6	167	3
6	168	3
6	169	3
6	170	3
6	171	3
6	172	3
6	173	0
6	174	0
6	175	0
6	176	0
6	177	1
6	178	0
6	179	1
6	180	1
6	181	1
6	182	1
6	183	1
6	184	1
6	185	2
6	186	2
6	187	2
6	188	2
6	189	2
6	190	3
6	191	3
6	192	3
6	193	3
6	194	3
6	195	3
6	196	3
6	197	3
6	198	3
6	199	3
6	200	3
6	201	3
6	202	3
6	203	3
6	204	1
6	205	1
6	206	1
6	207	1
6	208	1
6	209	1
6	210	1
6	211	1
6	212	1
6	213	1
6	214	1
6	215	1
6	216	0
6	217	0
6	218	0
6	219	0
6	220	0
6	221	3
6	222	3
6	223	3
6	224	3
6	225	3
6	226	3
6	227	3
6	228	3
6	229	3
6	230	3
6	231	3
6	232	3
6	233	3
6	234	3
6	235	3
6	236	3
6	237	2
6	238	2
6	239	2
6	240	2
6	241	2
6	242	2
6	243	2
6	244	1
6	245	1
6	246	1
6	247	1
6	248	1
6	249	1
6	250	1
6	251	1
6	252	1
6	253	1
6	254	1
6	255	0
6	256	0
6	257	0
6	258	0
6	259	0
6	260	0
6	261	0
6	262	0
6	263	0
6	264	0
6	265	0
6	266	0
6	267	0
6	268	1
6	269	1
6	270	1
6	271	1
6	272	1
6	273	1
6	274	1
6	275	1
6	276	1
6	277	1
6	278	1
6	279	3
6	280	3
6	281	3
6	282	3
6	283	3
6	284	3
6	285	3
6	286	3
6	287	3
6	288	3
6	289	3
6	290	3
6	291	3
6	292	3
6	293	3
6	294	3
6	295	3
6	296	3
6	297	3
6	298	3
6	299	0
7	0	0
7	1	3
7	2	3
7	3	3
7	4	3
7	5	3
7	6	3
7	7	3
7	8	3
7	9	3
7	10	3
7	11	3
7	12	3
7	13	3
7	14	3
7	15	3
7	16	3
7	17	3
7	18	3
7	19	3
7	20	1
7	21	1
7	22	1
7	23	1
7	24	1
7	25	1
7	26	1
7	27	1
7	28	1
7	29	0
7	30	0
7	31	0
7	32	0
7	33	3
7	34	0
7	35	3
7	36	0
7	37	1
7	38	1
7	39	1
7	40	1
7	41	1
7	42	1
7	43	0
7	44	0
7	45	1
7	46	1
7	47	0
7	48	0
7	49	0
7	50	0
7	51	2
7	52	2
7	53	2
7	54	2
7	55	3
7	56	3
7	57	3
7	58	3
7	59	3
7	60	3
7	61	3
7	62	3
7	63	3
7	64	3
7	65	3
7	66	3
7	67	3
7	68	3
7	69	1
7	70	1
7	71	1
7	72	1
7	73	1
7	74	1
7	75	1
7	76	1
7	77	1
7	78	1
7	79	1
7	80	1
7	81	1
7	82	1
7	83	1
7	84	3
7	85	3
7	86	3
7	87	3
7	88	3
7	89	3
7	90	3
7	91	3
7	92	1
7	93	1
7	94	1
7	95	1
7	96	3
7	97	1
7	98	3
7	99	1
7	100	1
7	101	1
7	102	1
7	103	1
7	104	1
7	105	1
7	106	1
7	107	1
7	108	1
7	109	1
7	110	1
7	111	1
7	112	1
7	113	1
7	114	1
7	115	1
7	116	1
7	117	3
7	118	3
7	119	3
7	120	3
7	121	3
7	122	3
7	123	3
7	124	0
7	125	3
7	126	3
7	127	3
7	128	3
7	129	3
7	130	3
7	131	3
7	132	0
7	133	0
7	134	0
7	135	0
7	136	0
7	137	0
7	138	0
7	139	0
7	140	0
7	141	0
7	142	0
7	143	0
7	144	1
7	145	1
7	146	1
7	147	1
7	148	1
7	149	1
7	150	1
7	151	1
7	152	1
7	153	1
7	154	1
7	155	1
7	156	1
7	157	1
7	158	3
7	159	3
7	160	3
7	161	3
7	162	3
7	163	3
7	164	3
7	165	3
7	166	3
7	167	3
7	168	3
7	169	3
7	170	3
7	171	3
7	172	3
7	173	0
7	174	0
7	175	0
7	176	0
7	177	0
7	178	0
7	179	1
7	180	1
7	181	1
7	182	1
7	183	1
7	184	1
7	185	1
7	186	2
7	187	2
7	188	2
7	189	2
7	190	2
7	191	2
7	192	1
7	193	2
7	194	3
7	195	3
7	196	3
7	197	3
7	198	3
7	199	3
7	200	3
7	201	3
7	202	3
7	203	3
7	204	1
7	205	1
7	206	1
7	207	1
7	208	1
7	209	1
7	210	1
7	211	1
7	212	1
7	213	1
7	214	1
7	215	1
7	216	1
7	217	0
7	218	0
7	219	0
7	220	0
7	221	0
7	222	3
7	223	3
7	224	3
7	225	3
7	226	3
7	227	3
7	228	3
7	229	3
7	230	3
7	231	3
